ID,Call Failure,Complains,Subscription  Length,Charge Amount,Seconds of Use,Freq. of use,Freq. of SMS,Distinct Called Numbers,Age Group,Plan,Status,Age,Customer Value,Churn
2696,2,no,22,0,1650,30,36,18,2,pre-paid,active,25,237.6,yes
2697,16,no,21,1,6348,145,93,46,2,post-paid,active,25,710.685,yes
2698,12,no,19,0,8888,175,81,44,4,pre-paid,active,45,429.075,yes
2699,8,no,20,3,2808,49,39,23,3,pre-paid,active,30,270.28,yes
2700,2,no,13,1,4345,44,223,14,3,pre-paid,active,30,1067.56,yes
2701,3,no,13,1,1443,23,8,11,3,pre-paid,active,30,90.64,no
2702,0,no,30,0,3805,55,0,9,2,pre-paid,active,25,173.7,yes
2703,0,no,31,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2704,0,no,29,0,1888,44,337,16,2,pre-paid,active,25,1603.44,yes
2705,0,no,30,0,3633,50,0,27,1,pre-paid,active,15,202.565,yes
2706,0,no,30,0,1828,42,0,25,1,pre-paid,active,15,102.85,yes
2707,1,no,30,0,3210,66,10,20,2,pre-paid,active,25,192.42,yes
2708,0,no,30,0,1795,23,263,10,3,pre-paid,active,30,1124.72,yes
2709,3,no,29,0,8550,105,122,35,3,pre-paid,active,30,834.2,yes
2710,0,no,30,0,13208,153,0,36,3,pre-paid,active,30,534.44,yes
2711,0,no,30,0,3950,67,0,17,3,pre-paid,active,30,160.68,yes
2712,0,no,30,0,5353,79,0,4,2,pre-paid,active,25,244.44,yes
2713,0,no,30,0,1673,38,0,9,3,pre-paid,not-active,30,68.44,yes
2714,15,no,30,1,14575,209,32,24,2,pre-paid,active,25,809.28,yes
2715,0,no,30,0,2530,11,461,7,3,pre-paid,active,30,1945.64,yes
2716,0,no,29,0,14920,166,128,22,2,pre-paid,active,25,1254.87,yes
2717,0,no,29,0,5935,70,164,18,3,pre-paid,active,30,896.2,yes
2718,0,no,29,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2719,0,no,30,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2720,0,no,29,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2721,0,no,29,0,6943,111,362,35,2,pre-paid,active,25,1946.43,yes
2722,0,no,29,0,10900,138,0,39,3,pre-paid,active,30,441.52,yes
2723,0,no,29,0,6153,59,86,29,2,pre-paid,active,25,666.54,yes
2724,13,yes,25,0,390,31,0,9,2,pre-paid,not-active,25,18.945,no
2725,11,no,28,6,9870,77,0,34,4,post-paid,active,45,248.675,yes
2726,3,no,28,0,5253,82,4,16,2,pre-paid,active,25,258.075,no
2727,0,no,26,0,2275,6,0,6,3,pre-paid,active,30,91.24,yes
2728,0,yes,27,0,2425,25,0,8,2,pre-paid,not-active,25,110.25,no
2729,0,yes,28,0,1703,28,12,23,3,pre-paid,not-active,30,117.24,no
2730,0,no,28,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2731,0,no,28,0,0,0,0,0,3,pre-paid,active,30,0,yes
2732,0,no,25,0,6220,81,0,14,4,pre-paid,active,45,157.525,yes
2733,0,no,28,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2734,0,yes,28,0,0,0,0,0,4,pre-paid,active,45,0,no
2735,15,no,23,1,15510,222,0,72,2,pre-paid,active,25,707.94,yes
2736,0,no,26,1,6400,100,249,25,2,post-paid,active,25,1413,yes
2737,0,no,28,0,3153,66,0,20,2,pre-paid,active,25,144.855,yes
2738,0,no,27,0,1100,28,16,12,3,pre-paid,not-active,30,109.12,yes
2739,0,no,28,0,2215,37,153,15,2,pre-paid,active,25,789.84,yes
2740,0,no,19,0,750,20,171,3,2,post-paid,active,25,804.15,yes
2741,0,no,18,0,1003,23,8,60,4,pre-paid,active,45,45.65,yes
2742,0,no,19,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2743,0,no,18,0,0,0,0,0,4,pre-paid,not-active,45,0,yes
2744,0,no,17,0,660,16,0,5,2,pre-paid,active,25,30.42,yes
2745,0,no,17,0,2660,45,0,15,3,pre-paid,active,30,108.2,yes
2746,0,no,10,0,1130,10,6,6,2,pre-paid,active,25,78.3,yes
2747,6,no,9,0,5828,125,63,34,1,post-paid,active,15,673.915,yes
2748,2,no,7,0,8368,155,51,32,4,pre-paid,active,45,340.575,yes
2749,0,no,8,1,2288,29,9,11,3,pre-paid,active,30,128.68,yes
2750,0,no,3,0,3825,24,193,2,2,pre-paid,active,25,1041.705,yes
2751,0,no,3,0,0,0,0,0,2,pre-paid,active,25,0,no
2752,5,no,39,0,4245,73,9,20,2,pre-paid,active,25,234.81,yes
2753,0,no,40,0,193,7,11,7,2,pre-paid,not-active,25,58.5,yes
2754,7,no,38,0,2328,62,363,27,2,pre-paid,active,25,1741.05,yes
2755,7,no,39,0,4073,68,5,38,1,pre-paid,active,15,255.255,yes
2756,0,no,39,0,2268,60,6,36,1,pre-paid,active,15,161.04,yes
2757,8,no,39,0,3650,84,36,31,2,pre-paid,active,25,330.03,yes
2758,1,no,39,0,2235,41,289,21,3,pre-paid,active,30,1247.04,yes
2759,10,no,38,1,8990,123,148,46,3,pre-paid,active,30,956.52,yes
2760,4,no,39,0,13648,171,4,47,3,pre-paid,active,30,568.76,yes
2761,4,no,39,0,4390,85,6,28,3,pre-paid,active,30,203,yes
2762,3,no,39,0,5793,97,11,15,2,pre-paid,active,25,314.55,yes
2763,6,no,39,0,2113,56,12,20,3,pre-paid,not-active,30,134.76,yes
2764,22,no,39,2,15015,227,58,35,3,pre-paid,active,30,841.68,yes
2765,1,no,39,0,2970,29,487,11,3,pre-paid,active,30,2067.96,yes
2766,6,no,38,0,15360,184,154,33,2,pre-paid,active,25,1392.48,yes
2767,0,no,38,0,6375,88,190,29,3,pre-paid,active,30,1018.52,yes
2768,0,no,38,0,750,16,4,14,2,pre-paid,not-active,25,52.47,yes
2769,0,no,39,0,585,16,17,11,2,pre-paid,not-active,25,103.545,yes
2770,0,no,38,0,0,0,4,0,2,pre-paid,not-active,25,18,no
2771,0,no,38,0,7383,129,388,46,2,pre-paid,active,25,2084.04,yes
2772,4,no,38,0,11340,156,15,50,3,pre-paid,active,30,519.84,yes
2773,5,no,38,0,6593,77,112,40,2,pre-paid,active,25,804.15,yes
2774,20,yes,34,0,830,49,20,20,2,pre-paid,not-active,25,129.555,no
2775,18,no,37,7,10310,95,5,45,4,post-paid,active,45,272.625,yes
2776,10,no,37,0,5693,100,30,27,2,pre-paid,active,25,395.685,no
2777,0,no,35,0,2715,24,4,17,3,pre-paid,active,30,125.56,yes
2778,6,yes,36,0,2865,43,13,19,2,pre-paid,not-active,25,189.36,no
2779,6,yes,37,0,2143,46,38,34,3,pre-paid,not-active,30,239.56,no
2780,0,no,37,0,8,4,4,5,3,pre-paid,not-active,30,16.48,no
2781,0,no,37,0,1543,27,4,9,3,pre-paid,active,30,78.8,yes
2782,0,no,34,0,6660,99,18,25,4,pre-paid,active,45,213.975,yes
2783,0,yes,37,0,503,9,13,7,4,pre-paid,not-active,45,45.3,no
2784,0,no,37,0,213,6,8,5,5,pre-paid,active,55,15.285,yes
2785,22,no,32,2,15950,240,4,83,2,pre-paid,active,25,746.55,yes
2786,3,no,35,2,6840,118,275,36,2,post-paid,active,25,1550.61,yes
2787,0,no,37,0,3593,84,6,31,2,pre-paid,active,25,192.465,yes
2788,0,no,36,0,1540,46,42,23,3,pre-paid,not-active,30,231.44,yes
2789,3,no,37,0,2655,55,179,26,2,pre-paid,active,25,927.45,yes
2790,1,no,28,0,1190,38,197,14,2,post-paid,active,25,941.76,yes
2791,1,no,27,0,1443,41,34,71,4,pre-paid,active,45,122.1,yes
2792,8,no,28,0,575,27,14,10,2,pre-paid,not-active,25,90.09,yes
2793,0,no,27,0,700,12,25,6,4,pre-paid,not-active,45,80.3,yes
2794,7,no,26,0,1100,34,23,16,2,pre-paid,active,25,154.53,yes
2795,0,no,26,0,3100,63,12,26,3,pre-paid,active,30,174.52,yes
2796,0,no,19,0,1570,28,32,17,2,pre-paid,active,25,215.91,yes
2797,13,no,18,0,6268,143,89,45,1,post-paid,active,15,842.105,yes
2798,9,no,16,0,8808,173,77,43,4,pre-paid,active,45,417.025,yes
2799,5,no,17,2,2728,47,35,22,3,pre-paid,active,30,251,yes
2800,0,no,10,0,4265,42,219,13,3,pre-paid,active,30,1048.28,yes
2801,0,yes,10,0,1363,21,4,10,2,pre-paid,active,25,80.28,no
2802,1,no,33,0,3885,57,0,10,2,pre-paid,active,25,177.39,yes
2803,0,no,34,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2804,3,no,32,0,1968,46,341,17,2,pre-paid,active,25,1625.13,yes
2805,3,no,33,0,3713,52,0,28,1,pre-paid,active,15,207.075,yes
2806,0,no,33,0,1908,44,0,26,1,pre-paid,active,15,107.36,yes
2807,4,no,33,0,3290,68,14,21,2,pre-paid,active,25,214.11,yes
2808,0,no,33,0,1875,25,267,11,3,pre-paid,active,30,1144,yes
2809,6,no,32,1,8630,107,126,36,3,pre-paid,active,30,853.48,yes
2810,0,no,33,0,13288,155,0,37,3,pre-paid,active,30,537.72,yes
2811,0,no,33,0,4030,69,0,18,3,pre-paid,active,30,163.96,yes
2812,0,no,33,0,5433,81,0,5,2,pre-paid,active,25,248.13,yes
2813,2,no,33,0,1753,40,0,10,3,pre-paid,not-active,30,71.72,yes
2814,18,no,33,2,14655,211,36,25,3,pre-paid,active,30,738.64,yes
2815,0,no,33,0,2610,13,465,1,3,pre-paid,active,30,1964.92,yes
2816,2,no,32,0,15000,168,132,23,2,pre-paid,active,25,1276.56,yes
2817,0,no,32,0,6015,72,168,19,3,pre-paid,active,30,915.48,yes
2818,0,no,32,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2819,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2820,0,no,32,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2821,0,no,32,0,7023,113,366,36,2,pre-paid,active,25,1968.12,yes
2822,0,no,32,0,10980,140,0,40,3,pre-paid,active,30,444.8,yes
2823,1,no,32,0,6233,61,90,30,2,pre-paid,active,25,688.23,yes
2824,16,no,28,0,470,33,0,10,2,pre-paid,not-active,25,22.635,no
2825,14,no,31,7,9950,79,0,35,4,pre-paid,active,45,250.725,yes
2826,6,yes,31,0,5333,84,8,17,2,pre-paid,active,25,279.765,no
2827,0,no,29,0,2355,8,0,7,3,pre-paid,active,30,94.52,yes
2828,2,yes,30,0,2505,27,0,9,2,pre-paid,not-active,25,113.94,no
2829,2,no,31,0,1783,30,16,24,3,pre-paid,not-active,30,136.52,no
2830,0,no,31,0,0,0,0,0,3,pre-paid,not-active,30,0,no
2831,0,no,31,0,0,0,0,0,3,pre-paid,active,30,0,yes
2832,0,no,28,0,6300,83,0,15,4,pre-paid,active,45,159.575,yes
2833,0,no,31,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2834,0,no,31,0,0,0,0,0,5,pre-paid,active,55,0,yes
2835,18,no,26,2,15590,224,0,73,2,pre-paid,active,25,711.63,yes
2836,0,no,29,2,6480,102,253,26,2,post-paid,active,25,1434.69,yes
2837,0,no,31,0,3233,68,0,21,2,pre-paid,active,25,148.545,yes
2838,0,no,30,0,1180,30,20,13,3,pre-paid,not-active,30,128.4,yes
2839,0,no,31,0,2295,39,157,16,2,pre-paid,active,25,811.53,yes
2840,0,no,22,0,830,22,175,4,2,post-paid,active,25,825.84,yes
2841,0,no,21,0,1083,25,12,61,4,pre-paid,active,45,57.7,yes
2842,4,no,22,0,215,11,0,3,2,pre-paid,not-active,25,10.17,yes
2843,0,no,21,0,0,0,3,0,4,pre-paid,not-active,45,7.5,yes
2844,3,no,20,0,740,18,1,6,2,pre-paid,active,25,38.61,yes
2845,0,no,20,0,2740,47,0,16,3,pre-paid,active,30,111.48,yes
2846,0,no,13,0,1210,12,10,7,2,pre-paid,active,25,99.99,yes
2847,9,no,12,0,5908,127,67,35,1,post-paid,active,15,700.425,yes
2848,5,no,10,0,8448,157,55,33,4,pre-paid,active,45,352.625,yes
2849,1,no,11,2,2368,31,13,12,3,pre-paid,active,30,147.96,yes
2850,0,no,4,0,3905,26,197,3,3,pre-paid,active,30,945.24,yes
2851,0,no,4,0,1003,5,0,4,2,pre-paid,active,25,45.36,no
2852,7,no,36,1,4665,75,19,30,2,pre-paid,active,25,298.8,yes
2853,0,no,37,0,613,9,21,17,2,pre-paid,not-active,25,122.49,yes
2854,9,no,35,1,2748,64,373,37,2,pre-paid,active,25,1805.04,yes
2855,9,no,36,1,4493,70,15,48,1,pre-paid,active,15,333.465,yes
2856,2,no,36,1,2688,62,16,46,1,pre-paid,active,15,239.25,yes
2857,10,no,36,2,4070,86,46,41,3,pre-paid,active,30,350.24,yes
2858,3,no,36,1,2655,43,299,31,3,pre-paid,active,30,1303.92,yes
2859,12,no,35,3,9410,125,158,56,3,pre-paid,active,30,1013.4,yes
2860,6,no,36,1,14068,173,14,57,3,pre-paid,active,30,625.64,yes
2861,6,no,36,2,4810,87,16,38,3,pre-paid,active,30,259.88,yes
2862,5,no,36,1,6213,99,21,25,2,pre-paid,active,25,378.54,yes
2863,8,no,36,0,2533,58,22,30,3,pre-paid,not-active,30,191.64,yes
2864,24,no,36,4,15435,229,68,45,3,post-paid,active,30,898.56,yes
2865,3,no,36,2,3390,31,497,21,3,pre-paid,active,30,2124.84,yes
2866,8,no,35,1,15780,186,164,43,2,pre-paid,active,25,1456.47,yes
2867,2,no,35,2,6795,90,200,39,3,pre-paid,active,30,1075.4,yes
2868,0,no,35,0,1170,18,14,24,2,pre-paid,not-active,25,116.46,yes
2869,1,no,36,0,1005,18,27,21,2,pre-paid,not-active,25,167.535,yes
2870,0,yes,35,0,295,4,14,13,2,pre-paid,not-active,25,76.455,no
2871,2,no,35,1,7803,131,398,56,2,pre-paid,active,25,2148.03,yes
2872,6,no,35,2,11760,158,25,60,3,pre-paid,active,30,576.72,yes
2873,7,no,35,2,7013,79,122,50,2,pre-paid,active,25,868.14,yes
2874,22,no,31,0,1250,51,30,30,2,pre-paid,not-active,25,193.545,no
2875,20,no,34,9,10730,97,15,55,4,pre-paid,active,45,308.175,yes
2876,12,no,34,2,6113,102,40,37,2,pre-paid,active,25,459.675,yes
2877,0,no,32,1,3135,26,14,27,3,pre-paid,active,30,182.44,yes
2878,8,no,33,0,3285,45,23,29,2,pre-paid,not-active,25,253.35,no
2879,8,yes,34,0,2563,48,48,44,3,pre-paid,not-active,30,296.44,no
2880,0,no,34,0,428,6,14,15,3,pre-paid,not-active,30,73.36,no
2881,0,no,34,1,1963,29,14,19,3,pre-paid,active,30,135.68,yes
2882,2,no,31,2,7080,101,28,35,4,pre-paid,active,45,249.525,yes
2883,0,no,34,0,923,11,23,17,4,pre-paid,not-active,45,80.85,no
2884,0,no,34,2,633,8,18,15,5,pre-paid,active,55,36.615,yes
2885,24,no,29,4,16370,242,14,93,2,pre-paid,active,25,810.54,yes
2886,5,no,32,4,7260,120,285,46,2,post-paid,active,25,1614.6,yes
2887,1,no,34,1,4013,86,16,41,2,pre-paid,active,25,256.455,yes
2888,2,yes,33,0,1960,48,52,33,3,pre-paid,not-active,30,288.32,no
2889,5,no,34,1,3075,57,189,36,2,pre-paid,active,25,991.44,yes
2890,3,no,25,2,1610,40,207,24,2,post-paid,active,25,1005.75,yes
2891,3,no,24,1,1863,43,44,81,4,pre-paid,active,45,157.65,yes
2892,10,no,25,0,995,29,24,20,2,pre-paid,not-active,25,154.08,yes
2893,0,no,24,0,1120,14,35,16,4,pre-paid,not-active,45,115.85,yes
2894,9,no,23,1,1520,36,33,26,2,pre-paid,active,25,218.52,yes
2895,1,no,23,1,3520,65,22,36,3,pre-paid,active,30,231.4,yes
2896,1,no,16,1,1990,30,42,27,2,pre-paid,active,25,279.9,yes
2897,15,no,15,2,6688,145,99,55,1,post-paid,active,15,920.315,yes
2898,11,no,13,1,9228,175,87,53,4,pre-paid,active,45,452.575,yes
2899,7,no,14,4,3148,49,45,32,3,pre-paid,active,30,307.88,yes
2900,1,no,7,2,4685,44,229,23,3,pre-paid,active,30,1105.16,yes
2901,2,yes,7,2,1783,23,14,20,3,pre-paid,active,30,128.24,no
2902,0,no,36,0,3465,55,0,10,2,pre-paid,active,25,158.4,yes
2903,0,no,37,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2904,1,no,35,0,1548,44,331,7,2,pre-paid,active,25,1561.14,yes
2905,1,no,36,0,3293,50,0,18,1,pre-paid,active,15,183.865,yes
2906,0,no,36,0,1488,42,0,16,1,pre-paid,active,15,84.15,yes
2907,2,no,36,0,2870,66,4,11,2,pre-paid,active,25,150.12,yes
2908,0,no,36,0,1455,23,257,1,3,pre-paid,active,30,1087.12,yes
2909,4,no,35,0,8210,105,116,26,3,pre-paid,active,30,796.6,yes
2910,0,no,36,0,12868,153,0,27,3,pre-paid,active,30,520.84,yes
2911,0,no,36,0,3610,67,0,8,3,pre-paid,active,30,147.08,yes
2912,0,no,36,0,5013,79,0,13,2,pre-paid,active,25,229.14,yes
2913,0,no,36,0,1333,38,0,4,3,pre-paid,not-active,30,54.84,yes
2914,16,no,36,0,14235,209,26,15,3,pre-paid,active,30,681.76,yes
2915,0,no,36,0,2190,11,455,5,3,pre-paid,active,30,1908.04,yes
2916,0,no,35,0,14580,166,122,13,2,pre-paid,active,25,1212.57,yes
2917,0,no,35,0,5595,70,158,9,3,pre-paid,active,30,858.6,yes
2918,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2919,0,no,36,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2920,0,no,35,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2921,0,no,35,0,6603,111,356,26,2,pre-paid,active,25,1904.13,yes
2922,0,no,35,0,10560,138,0,30,3,pre-paid,active,30,427.92,yes
2923,0,no,35,0,5813,59,80,20,2,pre-paid,active,25,624.24,yes
2924,7,no,31,0,50,2,0,1,2,pre-paid,not-active,25,2.34,no
2925,12,no,34,5,9530,77,0,25,4,pre-paid,active,45,240.175,yes
2926,4,no,34,0,4913,82,0,7,2,pre-paid,active,25,224.775,no
2927,0,no,32,0,1935,6,0,2,3,pre-paid,active,30,77.64,yes
2928,0,no,33,0,2085,25,0,9,2,pre-paid,not-active,25,94.95,no
2929,0,yes,34,0,1363,28,6,14,3,pre-paid,not-active,30,79.64,no
2930,0,no,34,0,0,0,0,0,2,pre-paid,not-active,25,0,no
2931,0,no,34,0,0,0,0,0,3,pre-paid,active,30,0,yes
2932,0,no,31,0,5880,81,0,5,4,pre-paid,active,45,149.025,yes
2933,0,yes,34,0,0,0,0,0,4,pre-paid,not-active,45,0,no
2934,0,no,34,0,0,0,0,0,4,pre-paid,active,45,0,yes
2935,16,no,29,0,15170,222,0,63,2,pre-paid,active,25,692.64,yes
2936,0,no,32,0,6060,100,243,16,2,post-paid,active,25,1370.7,yes
2937,0,no,34,0,2813,66,0,11,2,pre-paid,active,25,129.555,yes
2938,0,no,33,0,760,28,10,3,3,pre-paid,not-active,30,71.52,yes
2939,0,no,34,0,1875,37,147,6,2,pre-paid,active,25,747.54,yes
2940,0,no,25,0,1903,20,165,8,2,post-paid,active,25,829.035,yes
2941,0,no,24,0,663,23,2,51,4,pre-paid,active,45,22.15,yes
2942,0,no,25,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
2943,0,no,24,0,0,0,0,0,4,pre-paid,not-active,45,0,yes
2944,0,no,23,0,0,0,0,0,2,pre-paid,active,25,0,yes
2945,0,no,23,0,2320,45,0,6,3,pre-paid,active,30,94.6,yes
2946,0,no,16,0,0,0,0,0,2,pre-paid,active,25,0,yes
2947,7,no,15,0,5488,125,57,25,1,post-paid,active,15,622.215,yes
2948,3,no,13,0,8028,155,45,23,4,pre-paid,active,45,317.075,yes
2949,0,no,14,0,1948,29,3,2,3,pre-paid,active,30,91.08,yes
2950,0,no,7,0,3485,24,187,21,3,pre-paid,active,30,888.36,yes
2951,0,no,7,0,0,0,0,0,2,pre-paid,active,25,0,no
2952,3,no,37,0,4180,71,30,19,3,pre-paid,active,30,290.04,yes
2953,0,no,38,0,128,5,32,6,3,pre-paid,not-active,30,133.32,yes
2954,5,no,36,0,2263,60,384,26,3,pre-paid,active,30,1628.92,yes
2955,5,no,37,0,4008,66,26,37,1,pre-paid,active,15,367.07,yes
2956,0,no,37,0,2203,58,27,35,2,pre-paid,active,25,223.245,yes
2957,6,no,37,1,3585,82,57,30,3,pre-paid,active,30,374.68,yes
2958,0,no,37,0,2170,39,310,20,3,pre-paid,active,30,1328.36,yes
2959,8,no,36,2,8925,121,169,45,3,pre-paid,active,30,1037.84,yes
2960,2,no,37,0,13583,169,25,46,3,pre-paid,active,30,650.08,yes
2961,2,no,37,1,4325,83,27,27,3,pre-paid,active,30,284.32,yes
2962,1,no,37,0,5728,95,32,14,3,pre-paid,active,30,360.92,yes
2963,4,no,37,0,2048,54,33,19,3,pre-paid,not-active,30,216.08,yes
2964,20,no,37,3,14950,225,79,34,3,pre-paid,active,30,923,yes
2965,0,no,37,1,2905,27,508,10,3,pre-paid,active,30,2149.28,yes
2966,4,no,36,0,15295,182,175,32,2,pre-paid,active,25,1483.965,yes
2967,0,no,36,1,6310,86,211,28,3,pre-paid,active,30,1099.84,yes
2968,0,no,36,0,685,14,25,13,2,pre-paid,not-active,25,143.955,yes
2969,0,no,37,0,520,14,38,10,3,pre-paid,not-active,30,173.36,yes
2970,0,no,36,0,0,0,25,0,2,pre-paid,not-active,25,112.5,no
2971,0,no,36,0,7318,127,409,45,3,pre-paid,active,30,1933.8,yes
2972,2,no,36,1,11275,154,36,49,4,pre-paid,active,45,375.725,yes
2973,3,no,36,1,6528,75,133,39,2,pre-paid,active,25,895.635,yes
2974,18,no,32,0,765,47,41,19,3,pre-paid,not-active,30,196.48,no
2975,16,no,35,8,10245,93,26,44,5,post-paid,active,55,194.07,yes
2976,8,yes,35,1,5628,98,51,26,2,pre-paid,active,25,487.17,no
2977,0,no,33,0,2650,22,25,16,3,pre-paid,active,30,206.88,yes
2978,4,yes,34,0,2800,41,34,18,3,pre-paid,not-active,30,249.64,no
2979,4,no,35,0,2078,44,59,33,3,pre-paid,not-active,30,320.88,no
2980,0,no,35,0,0,0,25,0,3,pre-paid,not-active,30,100,no
2981,0,no,35,0,1478,25,25,8,4,pre-paid,active,45,100.075,yes
2982,0,no,32,1,6595,97,39,24,5,pre-paid,active,55,158.88,yes
2983,0,no,35,0,438,7,34,6,4,pre-paid,not-active,45,96.125,no
2984,0,no,35,1,148,4,29,4,5,pre-paid,active,55,45.78,yes
2985,20,no,30,3,15885,238,25,82,2,pre-paid,active,25,838.035,yes
2986,1,no,33,3,6775,116,296,35,2,post-paid,active,25,1642.095,yes
2987,0,no,35,0,3528,82,27,30,3,pre-paid,active,30,252.4,yes
2988,0,no,34,0,1475,44,63,22,3,pre-paid,not-active,30,312.76,yes
2989,1,no,35,0,2590,53,200,25,2,pre-paid,active,25,1018.935,yes
2990,0,no,26,1,1125,36,218,13,2,post-paid,active,25,1033.245,yes
2991,0,no,25,0,1378,39,55,70,4,pre-paid,active,45,172.925,yes
2992,6,no,26,0,510,25,35,9,3,pre-paid,not-active,30,161.4,yes
2993,0,no,25,0,635,10,46,5,4,pre-paid,not-active,45,131.125,yes
2994,5,no,24,0,1035,32,44,15,2,pre-paid,active,25,246.015,yes
2995,0,no,24,0,3035,61,33,25,3,pre-paid,active,30,255.84,yes
2996,0,no,17,0,1505,26,53,16,2,pre-paid,active,25,307.395,yes
2997,11,no,16,1,6203,141,110,44,2,post-paid,active,25,780.48,yes
2998,7,no,14,0,8743,171,98,42,5,pre-paid,active,55,280.71,yes
2999,3,no,15,3,2663,45,56,21,3,pre-paid,active,30,332.32,yes
3000,0,no,8,1,4200,40,240,12,3,pre-paid,active,30,1129.6,yes
3001,0,yes,8,1,1298,19,25,9,3,pre-paid,active,30,152.68,no
3002,3,no,35,0,3950,59,0,11,2,pre-paid,active,25,180.405,yes
3003,0,no,36,0,0,0,0,0,2,pre-paid,not-active,25,0,yes
3004,5,no,34,0,2033,48,320,18,2,pre-paid,active,25,1533.645,yes
3005,5,no,35,0,3778,54,0,29,1,pre-paid,active,15,210.76,yes
3006,0,no,35,0,1973,46,0,27,1,pre-paid,active,15,111.045,yes
3007,6,no,35,0,3355,70,0,22,2,pre-paid,active,25,154.125,yes
3008,0,no,35,0,1940,27,246,12,3,pre-paid,active,30,1062.68,yes
3009,8,no,34,0,8695,109,105,37,3,pre-paid,active,30,772.16,yes
3010,2,no,35,0,13353,157,0,38,3,pre-paid,active,30,540.4,yes
3011,2,no,35,0,4095,71,0,19,3,pre-paid,active,30,166.64,yes
3012,1,no,35,0,5498,83,0,6,2,pre-paid,active,25,251.145,yes
3013,4,no,35,0,1818,42,0,11,3,pre-paid,not-active,30,74.4,yes
3014,20,no,35,1,14720,213,15,26,2,pre-paid,active,25,739.485,yes
3015,0,no,35,0,2675,15,444,2,3,pre-paid,active,30,1883.6,yes
3016,4,no,34,0,15065,170,111,24,2,pre-paid,active,25,1185.075,yes
3017,0,no,34,0,6080,74,147,20,3,pre-paid,active,30,834.16,yes
3018,0,no,34,0,455,2,0,5,2,pre-paid,not-active,25,20.565,yes
3019,0,no,35,0,290,2,0,2,2,pre-paid,not-active,25,13.14,yes
3020,0,no,34,0,0,0,0,0,2,pre-paid,not-active,25,0,no
3021,0,no,34,0,7088,115,345,37,2,pre-paid,active,25,1876.635,yes
3022,2,no,34,0,11045,142,0,41,3,pre-paid,active,30,447.48,yes
3023,3,no,34,0,6298,63,69,31,2,pre-paid,active,25,596.745,yes
3024,18,no,30,0,535,35,0,11,2,pre-paid,not-active,25,25.65,no
3025,16,no,33,6,10015,81,0,36,4,pre-paid,active,45,252.4,yes
3026,8,no,33,0,5398,86,0,18,2,pre-paid,active,25,246.78,no
3027,0,no,31,0,2420,10,0,8,3,pre-paid,active,30,97.2,yes
3028,4,yes,32,0,2570,29,0,10,2,pre-paid,not-active,25,116.955,no
3029,4,no,33,0,1848,32,0,25,3,pre-paid,not-active,30,75.2,no
3030,0,no,33,0,0,0,0,0,2,pre-paid,not-active,25,0,no
3031,0,no,33,0,1248,13,0,3,3,pre-paid,active,30,50.44,yes
3032,0,no,30,0,6365,85,0,16,4,pre-paid,active,45,161.25,yes
3033,0,no,33,0,0,0,0,0,3,pre-paid,not-active,30,0,no
3034,0,no,33,0,0,0,0,0,4,pre-paid,active,45,0,yes
3035,20,no,28,1,15655,226,0,74,2,pre-paid,active,25,714.645,yes
3036,1,no,31,1,6545,104,232,27,2,post-paid,active,25,1343.205,yes
3037,0,no,33,0,3298,70,0,22,2,pre-paid,active,25,151.56,yes
3038,0,no,32,0,1245,32,0,14,3,pre-paid,not-active,30,51.08,yes
3039,1,no,33,0,2360,41,136,17,2,pre-paid,active,25,720.045,yes
3040,0,no,24,0,895,24,154,5,2,post-paid,active,25,734.355,yes
3041,0,no,23,0,1148,27,0,62,4,pre-paid,active,45,29.375,yes
3042,6,no,24,0,280,13,0,1,2,pre-paid,not-active,25,13.185,yes
3043,0,no,23,0,0,0,0,0,4,pre-paid,not-active,45,0,yes
3044,5,no,22,0,805,20,0,7,1,pre-paid,active,15,45.375,yes
3045,0,no,22,0,2805,49,0,17,3,pre-paid,active,30,114.16,yes
3046,0,no,15,0,1275,14,0,8,2,pre-paid,active,25,58.005,yes
3047,11,no,14,0,5973,129,46,36,1,post-paid,active,15,588.61,yes
3048,7,no,12,0,8513,159,34,34,4,pre-paid,active,45,301.8,yes
3049,3,no,13,1,2433,33,0,13,3,pre-paid,active,30,98.64,yes
3050,0,no,6,0,3970,28,176,4,2,pre-paid,active,25,971.91,yes
3051,0,yes,6,0,1068,7,0,1,2,pre-paid,active,25,48.375,no
